id_devolucion,id_producto,id_tienda,fecha,unidades_devueltas,motivo
DEVP1140,SKU00424,T01,2023-09-12,3,Producto sin rotacion / no vendido
DEVP1141,SKU00424,T01,2023-11-27,2,Producto dañado en logistica
DEVP1142,SKU00424,T16,2024-03-16,2,Error de picking
DEVP1143,SKU00424,T24,2025-06-21,6,Producto sin rotacion / no vendido
DEVP1144,SKU00425,T16,2024-06-16,2,Devolucion de cliente (cambio)
DEVP1145,SKU00425,T05,2024-03-07,1,Defecto de fabricacion
DEVP1146,SKU00425,T24,2024-12-06,1,Producto sin rotacion / no vendido
DEVP1147,SKU00425,T17,2024-12-04,1,Producto sin rotacion / no vendido
DEVP1148,SKU00426,T03,2025-08-13,3,Devolucion de cliente (cambio)
DEVP1149,SKU00426,T08,2025-08-16,5,Producto sin rotacion / no vendido
DEVP1150,SKU00426,T01,2025-05-28,3,Producto dañado en logistica
DEVP1151,SKU00426,T24,2024-02-27,1,Producto sin rotacion / no vendido
DEVP1152,SKU00426,T13,2024-08-26,5,Devolucion de cliente (cambio)
DEVP1153,SKU00427,T04,2022-12-20,2,Devolucion de cliente (cambio)
DEVP1154,SKU00427,T04,2023-06-13,6,Producto dañado en logistica
DEVP1155,SKU00428,T06,2023-04-25,2,Producto dañado en logistica
DEVP1156,SKU00429,T03,2025-08-15,14,Devolucion de cliente (cambio)
DEVP1157,SKU00430,T28,2025-07-03,2,Error de picking
DEVP1158,SKU00430,T21,2025-08-17,1,Producto dañado en logistica
DEVP1159,SKU00431,T16,2024-02-07,3,Error de picking
DEVP1160,SKU00431,T16,2025-06-18,5,Producto dañado en logistica
DEVP1161,SKU00431,T11,2025-05-18,5,Producto dañado en logistica
DEVP1162,SKU00431,T15,2024-12-12,8,Devolucion de cliente (cambio)
DEVP1163,SKU00431,T23,2024-01-26,8,Devolucion de cliente (cambio)
DEVP1164,SKU00431,T24,2025-07-05,7,Producto sin rotacion / no vendido
DEVP1165,SKU00432,T18,2025-06-06,4,Devolucion de cliente (cambio)
DEVP1166,SKU00432,T10,2025-12-25,2,Producto sin rotacion / no vendido
DEVP1167,SKU00432,T03,2025-06-19,2,Devolucion de cliente (cambio)
DEVP1168,SKU00432,T21,2025-11-04,2,Producto sin rotacion / no vendido
DEVP1169,SKU00433,T06,2024-07-21,4,Producto dañado en logistica
DEVP1170,SKU00433,T20,2024-03-07,3,Devolucion de cliente (cambio)
DEVP1171,SKU00433,T27,2025-10-13,2,Defecto de fabricacion
DEVP1172,SKU00433,T17,2024-07-11,4,Producto dañado en logistica
DEVP1173,SKU00435,T05,2025-05-10,3,Producto dañado en logistica
DEVP1174,SKU00435,T24,2025-09-15,1,Defecto de fabricacion
DEVP1175,SKU00435,T24,2025-10-16,2,Error de picking
DEVP1176,SKU00435,T11,2024-09-24,5,Defecto de fabricacion
DEVP1177,SKU00436,T08,2024-11-16,4,Error de picking
DEVP1178,SKU00437,T19,2024-07-04,2,Defecto de fabricacion
DEVP1179,SKU00437,T19,2025-07-09,2,Devolucion de cliente (cambio)
DEVP1180,SKU00438,T06,2025-11-17,2,Error de picking
DEVP1181,SKU00438,T18,2025-11-13,1,Producto dañado en logistica
DEVP1182,SKU00439,T16,2023-05-14,3,Producto sin rotacion / no vendido
DEVP1183,SKU00439,T23,2024-09-14,3,Defecto de fabricacion
DEVP1184,SKU00439,T07,2024-03-09,1,Defecto de fabricacion
DEVP1185,SKU00439,T01,2022-11-14,3,Error de picking
DEVP1186,SKU00441,T03,2025-01-10,1,Defecto de fabricacion
DEVP1187,SKU00441,T13,2024-12-07,3,Defecto de fabricacion
DEVP1188,SKU00441,T05,2024-10-11,1,Producto dañado en logistica
DEVP1189,SKU00441,T14,2025-05-04,3,Producto sin rotacion / no vendido
DEVP1190,SKU00442,T07,2023-01-12,2,Defecto de fabricacion
DEVP1191,SKU00442,T05,2023-04-05,2,Error de picking
DEVP1192,SKU00442,T12,2022-10-23,1,Producto dañado en logistica
DEVP1193,SKU00442,T06,2022-09-15,3,Producto dañado en logistica
DEVP1194,SKU00443,T28,2024-05-22,4,Error de picking
DEVP1195,SKU00444,T25,2025-05-24,6,Producto sin rotacion / no vendido
DEVP1196,SKU00444,T14,2022-06-11,6,Producto sin rotacion / no vendido
DEVP1197,SKU00444,T27,2023-02-04,2,Devolucion de cliente (cambio)
DEVP1198,SKU00444,T26,2023-07-11,4,Producto sin rotacion / no vendido
DEVP1199,SKU00444,T10,2023-10-04,3,Defecto de fabricacion
DEVP1200,SKU00444,T17,2023-01-19,5,Producto sin rotacion / no vendido
DEVP1201,SKU00446,T01,2025-04-20,3,Defecto de fabricacion
DEVP1202,SKU00446,T27,2024-02-17,2,Devolucion de cliente (cambio)
DEVP1203,SKU00446,T27,2025-12-07,4,Producto sin rotacion / no vendido
DEVP1204,SKU00447,T05,2024-11-18,18,Devolucion de cliente (cambio)
DEVP1205,SKU00447,T28,2024-07-15,9,Devolucion de cliente (cambio)
DEVP1206,SKU00447,T08,2024-06-12,16,Error de picking
DEVP1207,SKU00448,T07,2024-09-24,6,Producto dañado en logistica
DEVP1208,SKU00448,T03,2024-02-21,4,Producto dañado en logistica
DEVP1209,SKU00448,T01,2024-05-28,4,Defecto de fabricacion
DEVP1210,SKU00449,T22,2023-10-06,2,Defecto de fabricacion
DEVP1211,SKU00449,T26,2024-07-26,1,Devolucion de cliente (cambio)
DEVP1212,SKU00452,T17,2025-09-08,1,Error de picking
DEVP1213,SKU00452,T07,2024-09-27,2,Defecto de fabricacion
DEVP1214,SKU00452,T08,2023-03-11,1,Defecto de fabricacion
DEVP1215,SKU00452,T22,2024-03-16,1,Producto dañado en logistica
DEVP1216,SKU00453,T02,2023-07-06,5,Error de picking
DEVP1217,SKU00453,T25,2024-06-02,2,Devolucion de cliente (cambio)
DEVP1218,SKU00453,T12,2023-09-02,7,Devolucion de cliente (cambio)
DEVP1219,SKU00453,T12,2025-12-21,8,Producto sin rotacion / no vendido
DEVP1220,SKU00453,T20,2025-03-23,5,Producto sin rotacion / no vendido
DEVP1221,SKU00453,T07,2023-08-24,4,Defecto de fabricacion
DEVP1222,SKU00454,T19,2025-03-22,4,Producto sin rotacion / no vendido
DEVP1223,SKU00454,T28,2023-09-02,4,Producto sin rotacion / no vendido
DEVP1224,SKU00454,T28,2025-06-28,3,Defecto de fabricacion
DEVP1225,SKU00454,T04,2025-10-16,4,Producto sin rotacion / no vendido
DEVP1226,SKU00454,T17,2024-07-06,2,Devolucion de cliente (cambio)
DEVP1227,SKU00455,T06,2023-08-03,5,Producto sin rotacion / no vendido
DEVP1228,SKU00455,T06,2024-03-12,11,Defecto de fabricacion
DEVP1229,SKU00455,T12,2025-03-11,5,Error de picking
DEVP1230,SKU00455,T10,2025-12-20,9,Producto sin rotacion / no vendido
DEVP1231,SKU00455,T03,2023-03-19,4,Devolucion de cliente (cambio)
DEVP1232,SKU00455,T08,2022-12-26,12,Producto sin rotacion / no vendido
DEVP1233,SKU00455,T08,2025-12-13,6,Producto sin rotacion / no vendido
DEVP1234,SKU00457,T15,2025-02-17,5,Producto sin rotacion / no vendido
DEVP1235,SKU00457,T15,2025-12-02,7,Producto dañado en logistica
DEVP1236,SKU00457,T11,2023-09-27,1,Defecto de fabricacion
DEVP1237,SKU00457,T11,2025-08-09,3,Producto dañado en logistica
DEVP1238,SKU00457,T08,2025-02-14,6,Devolucion de cliente (cambio)
DEVP1239,SKU00457,T09,2023-06-17,4,Producto dañado en logistica
DEVP1240,SKU00457,T03,2025-09-28,5,Producto sin rotacion / no vendido
DEVP1241,SKU00457,T06,2025-09-11,5,Devolucion de cliente (cambio)
DEVP1242,SKU00460,T10,2025-11-05,5,Devolucion de cliente (cambio)
DEVP1243,SKU00460,T09,2023-08-02,11,Producto sin rotacion / no vendido
DEVP1244,SKU00460,T26,2023-10-27,6,Producto sin rotacion / no vendido
DEVP1245,SKU00460,T24,2022-08-12,5,Producto dañado en logistica
DEVP1246,SKU00460,T12,2022-12-10,6,Devolucion de cliente (cambio)
DEVP1247,SKU00463,T25,2024-05-13,9,Error de picking
DEVP1248,SKU00463,T13,2023-02-04,6,Error de picking
DEVP1249,SKU00463,T26,2025-05-02,5,Defecto de fabricacion
DEVP1250,SKU00463,T27,2025-04-08,3,Defecto de fabricacion
DEVP1251,SKU00464,T24,2023-09-11,5,Producto sin rotacion / no vendido
DEVP1252,SKU00464,T24,2025-02-05,5,Producto sin rotacion / no vendido
DEVP1253,SKU00464,T03,2023-10-02,3,Producto sin rotacion / no vendido
DEVP1254,SKU00464,T03,2024-09-20,5,Producto sin rotacion / no vendido
DEVP1255,SKU00464,T28,2023-10-19,4,Producto sin rotacion / no vendido
DEVP1256,SKU00464,T08,2024-03-20,6,Error de picking
DEVP1257,SKU00465,T24,2025-07-21,1,Error de picking
DEVP1258,SKU00465,T05,2024-11-13,1,Producto sin rotacion / no vendido
DEVP1259,SKU00465,T22,2025-04-08,3,Producto dañado en logistica
DEVP1260,SKU00465,T16,2024-02-17,2,Defecto de fabricacion
DEVP1261,SKU00466,T17,2025-10-28,1,Error de picking
DEVP1262,SKU00466,T27,2025-11-23,2,Devolucion de cliente (cambio)
DEVP1263,SKU00467,T09,2023-08-17,5,Producto dañado en logistica
DEVP1264,SKU00469,T02,2023-10-11,1,Producto sin rotacion / no vendido
DEVP1265,SKU00469,T02,2025-11-25,1,Error de picking
DEVP1266,SKU00471,T23,2025-08-24,9,Producto dañado en logistica
DEVP1267,SKU00471,T23,2025-09-04,7,Devolucion de cliente (cambio)
DEVP1268,SKU00472,T02,2025-02-10,1,Devolucion de cliente (cambio)
DEVP1269,SKU00472,T13,2025-10-06,1,Producto dañado en logistica
DEVP1270,SKU00472,T19,2025-08-21,5,Producto dañado en logistica
DEVP1271,SKU00473,T19,2023-05-26,5,Producto sin rotacion / no vendido
DEVP1272,SKU00473,T19,2025-03-03,4,Producto sin rotacion / no vendido
DEVP1273,SKU00473,T07,2022-12-10,3,Producto sin rotacion / no vendido
DEVP1274,SKU00473,T13,2023-08-23,3,Error de picking
DEVP1275,SKU00473,T21,2022-06-17,4,Devolucion de cliente (cambio)
DEVP1276,SKU00473,T22,2025-07-13,1,Producto dañado en logistica
DEVP1277,SKU00473,T15,2023-03-17,6,Devolucion de cliente (cambio)
DEVP1278,SKU00473,T03,2023-02-09,4,Defecto de fabricacion
DEVP1279,SKU00473,T12,2023-08-18,3,Devolucion de cliente (cambio)
DEVP1280,SKU00473,T12,2025-02-16,5,Devolucion de cliente (cambio)
DEVP1281,SKU00473,T24,2022-11-06,6,Devolucion de cliente (cambio)
DEVP1282,SKU00474,T11,2024-05-15,9,Devolucion de cliente (cambio)
DEVP1283,SKU00474,T21,2025-12-02,8,Error de picking
DEVP1284,SKU00474,T24,2024-11-15,8,Defecto de fabricacion
DEVP1285,SKU00474,T24,2025-07-03,5,Defecto de fabricacion
DEVP1286,SKU00475,T26,2025-06-03,2,Producto dañado en logistica
DEVP1287,SKU00475,T20,2024-02-09,1,Error de picking
DEVP1288,SKU00476,T17,2025-08-20,5,Defecto de fabricacion
DEVP1289,SKU00477,T17,2025-01-24,5,Devolucion de cliente (cambio)
DEVP1290,SKU00477,T13,2022-04-08,2,Producto sin rotacion / no vendido
DEVP1291,SKU00477,T20,2023-10-03,1,Producto dañado en logistica
DEVP1292,SKU00477,T20,2025-01-19,1,Defecto de fabricacion
DEVP1293,SKU00477,T23,2025-01-02,3,Devolucion de cliente (cambio)
DEVP1294,SKU00477,T08,2022-10-13,4,Devolucion de cliente (cambio)
DEVP1295,SKU00477,T06,2023-01-19,3,Producto sin rotacion / no vendido
DEVP1296,SKU00478,T26,2024-03-15,8,Devolucion de cliente (cambio)
DEVP1297,SKU00478,T24,2024-08-27,6,Producto sin rotacion / no vendido
DEVP1298,SKU00479,T01,2023-01-26,2,Devolucion de cliente (cambio)
DEVP1299,SKU00480,T22,2025-01-27,4,Producto sin rotacion / no vendido
DEVP1300,SKU00480,T25,2024-06-08,4,Error de picking
DEVP1301,SKU00481,T25,2023-10-17,1,Producto sin rotacion / no vendido
DEVP1302,SKU00481,T19,2024-08-22,3,Error de picking
DEVP1303,SKU00481,T08,2022-12-13,3,Defecto de fabricacion
DEVP1304,SKU00481,T16,2023-02-19,2,Defecto de fabricacion
DEVP1305,SKU00481,T23,2023-11-28,4,Error de picking
DEVP1306,SKU00481,T18,2023-06-17,5,Defecto de fabricacion
DEVP1307,SKU00483,T11,2024-10-11,4,Devolucion de cliente (cambio)
DEVP1308,SKU00483,T13,2025-10-13,2,Defecto de fabricacion
DEVP1309,SKU00483,T09,2024-11-23,3,Error de picking
DEVP1310,SKU00483,T28,2025-12-05,3,Devolucion de cliente (cambio)
DEVP1311,SKU00484,T08,2023-12-10,1,Devolucion de cliente (cambio)
DEVP1312,SKU00484,T08,2024-08-05,1,Error de picking
DEVP1313,SKU00484,T07,2024-09-13,1,Devolucion de cliente (cambio)
DEVP1314,SKU00484,T04,2025-09-23,2,Error de picking
DEVP1315,SKU00484,T13,2024-03-21,1,Devolucion de cliente (cambio)
DEVP1316,SKU00485,T07,2025-09-18,4,Producto sin rotacion / no vendido
DEVP1317,SKU00486,T15,2025-07-18,1,Error de picking
DEVP1318,SKU00486,T07,2025-10-21,2,Error de picking
DEVP1319,SKU00486,T21,2025-12-03,2,Defecto de fabricacion
DEVP1320,SKU00488,T18,2024-11-08,4,Error de picking
DEVP1321,SKU00488,T10,2025-08-04,4,Producto sin rotacion / no vendido
DEVP1322,SKU00488,T04,2025-01-22,2,Devolucion de cliente (cambio)
DEVP1323,SKU00488,T25,2023-09-16,6,Producto sin rotacion / no vendido
DEVP1324,SKU00488,T07,2024-07-07,4,Producto dañado en logistica
DEVP1325,SKU00488,T19,2022-11-19,5,Producto sin rotacion / no vendido
DEVP1326,SKU00489,T22,2025-05-13,3,Producto dañado en logistica
DEVP1327,SKU00489,T24,2025-06-23,2,Defecto de fabricacion
DEVP1328,SKU00489,T26,2025-06-12,2,Error de picking
DEVP1329,SKU00490,T12,2024-12-14,6,Error de picking
DEVP1330,SKU00490,T13,2025-10-14,1,Producto sin rotacion / no vendido
DEVP1331,SKU00490,T05,2024-11-20,7,Producto dañado en logistica
DEVP1332,SKU00490,T05,2025-01-23,6,Producto dañado en logistica
DEVP1333,SKU00491,T24,2025-12-05,3,Producto sin rotacion / no vendido
DEVP1334,SKU00491,T06,2024-11-04,1,Devolucion de cliente (cambio)
DEVP1335,SKU00491,T01,2024-04-12,2,Error de picking
DEVP1336,SKU00491,T16,2025-02-07,6,Devolucion de cliente (cambio)
DEVP1337,SKU00491,T16,2025-04-06,2,Producto dañado en logistica
DEVP1338,SKU00492,T07,2024-07-18,3,Producto sin rotacion / no vendido
DEVP1339,SKU00492,T07,2025-07-13,1,Defecto de fabricacion
DEVP1340,SKU00493,T01,2024-02-17,1,Producto sin rotacion / no vendido
DEVP1341,SKU00493,T02,2023-04-15,1,Defecto de fabricacion
DEVP1342,SKU00493,T26,2024-09-15,4,Producto sin rotacion / no vendido
DEVP1343,SKU00493,T03,2023-06-11,2,Devolucion de cliente (cambio)
DEVP1344,SKU00494,T06,2024-12-22,5,Defecto de fabricacion
DEVP1345,SKU00494,T27,2024-06-16,3,Producto dañado en logistica
DEVP1346,SKU00495,T02,2024-08-19,4,Producto dañado en logistica
DEVP1347,SKU00497,T11,2024-09-24,4,Defecto de fabricacion
DEVP1348,SKU00497,T07,2023-12-04,3,Producto dañado en logistica
DEVP1349,SKU00497,T08,2024-07-02,5,Devolucion de cliente (cambio)
DEVP1350,SKU00497,T20,2025-12-09,4,Error de picking
DEVP1351,SKU00497,T09,2022-12-28,5,Defecto de fabricacion
DEVP1352,SKU00497,T06,2025-05-25,6,Defecto de fabricacion
DEVP1353,SKU00498,T15,2025-11-28,2,Error de picking
DEVP1354,SKU00498,T28,2025-11-09,4,Producto sin rotacion / no vendido
DEVP1355,SKU00498,T19,2025-11-26,2,Defecto de fabricacion
DEVP1356,SKU00500,T25,2025-09-25,3,Devolucion de cliente (cambio)
DEVP1357,SKU00500,T01,2023-10-16,3,Producto dañado en logistica
DEVP1358,SKU00500,T19,2023-01-09,6,Defecto de fabricacion
DEVP1359,SKU00500,T19,2023-11-09,2,Producto dañado en logistica
DEVP1360,SKU00500,T19,2025-06-10,1,Error de picking
DEVP1361,SKU00500,T16,2025-01-18,2,Devolucion de cliente (cambio)
DEVP1362,SKU00500,T24,2022-10-27,1,Producto dañado en logistica
DEVP1363,SKU00501,T27,2022-06-06,2,Error de picking
DEVP1364,SKU00501,T09,2023-10-02,3,Error de picking
DEVP1365,SKU00502,T02,2023-11-23,1,Producto sin rotacion / no vendido
DEVP1366,SKU00502,T17,2025-10-26,1,Producto sin rotacion / no vendido
DEVP1367,SKU00503,T18,2025-05-11,1,Producto sin rotacion / no vendido
DEVP1368,SKU00503,T13,2024-07-05,2,Producto dañado en logistica
DEVP1369,SKU00503,T07,2025-09-07,2,Defecto de fabricacion
DEVP1370,SKU00506,T17,2025-11-10,4,Devolucion de cliente (cambio)
DEVP1371,SKU00506,T05,2023-06-16,2,Producto sin rotacion / no vendido
DEVP1372,SKU00506,T14,2022-11-15,3,Producto dañado en logistica
DEVP1373,SKU00506,T15,2024-10-06,3,Producto dañado en logistica
DEVP1374,SKU00506,T18,2025-02-27,1,Producto dañado en logistica
DEVP1375,SKU00506,T16,2023-05-20,4,Producto sin rotacion / no vendido
DEVP1376,SKU00506,T25,2023-10-10,3,Defecto de fabricacion
DEVP1377,SKU00506,T28,2025-07-25,8,Devolucion de cliente (cambio)
DEVP1378,SKU00506,T13,2024-12-14,2,Defecto de fabricacion
DEVP1379,SKU00507,T14,2025-03-16,13,Producto dañado en logistica
DEVP1380,SKU00508,T19,2025-08-02,3,Error de picking
DEVP1381,SKU00508,T12,2025-09-21,3,Producto dañado en logistica
DEVP1382,SKU00508,T28,2024-07-28,7,Producto sin rotacion / no vendido
DEVP1383,SKU00508,T01,2025-10-22,4,Defecto de fabricacion
DEVP1384,SKU00508,T10,2024-04-05,4,Producto sin rotacion / no vendido
DEVP1385,SKU00508,T10,2025-04-21,6,Error de picking
DEVP1386,SKU00510,T18,2023-09-07,4,Defecto de fabricacion
DEVP1387,SKU00511,T26,2024-07-04,1,Error de picking
DEVP1388,SKU00511,T13,2025-08-27,2,Producto sin rotacion / no vendido
DEVP1389,SKU00512,T26,2025-09-25,5,Producto dañado en logistica
DEVP1390,SKU00513,T19,2023-09-12,4,Producto dañado en logistica
DEVP1391,SKU00514,T12,2025-07-17,3,Producto dañado en logistica
DEVP1392,SKU00515,T17,2024-09-10,3,Devolucion de cliente (cambio)
DEVP1393,SKU00515,T09,2023-07-23,1,Error de picking
DEVP1394,SKU00515,T09,2024-05-22,2,Error de picking
DEVP1395,SKU00516,T28,2024-01-16,2,Producto dañado en logistica
DEVP1396,SKU00516,T04,2025-02-18,4,Devolucion de cliente (cambio)
DEVP1397,SKU00516,T12,2024-12-10,2,Devolucion de cliente (cambio)
DEVP1398,SKU00516,T08,2022-11-16,2,Error de picking
DEVP1399,SKU00517,T11,2024-10-02,2,Devolucion de cliente (cambio)
DEVP1400,SKU00517,T06,2024-08-05,1,Devolucion de cliente (cambio)
DEVP1401,SKU00517,T06,2025-07-16,2,Error de picking
DEVP1402,SKU00517,T04,2025-01-25,4,Producto dañado en logistica
DEVP1403,SKU00517,T18,2025-09-14,2,Error de picking
DEVP1404,SKU00517,T05,2024-12-16,4,Devolucion de cliente (cambio)
DEVP1405,SKU00518,T24,2025-08-25,6,Producto dañado en logistica
DEVP1406,SKU00518,T06,2025-09-26,1,Producto sin rotacion / no vendido
DEVP1407,SKU00520,T15,2023-09-23,1,Producto sin rotacion / no vendido
DEVP1408,SKU00520,T07,2023-02-08,2,Producto sin rotacion / no vendido
DEVP1409,SKU00520,T24,2024-02-28,2,Error de picking
DEVP1410,SKU00520,T24,2025-03-05,2,Producto sin rotacion / no vendido
DEVP1411,SKU00521,T15,2025-08-26,1,Producto sin rotacion / no vendido
DEVP1412,SKU00522,T16,2025-06-08,2,Error de picking
DEVP1413,SKU00523,T05,2025-02-24,1,Devolucion de cliente (cambio)
DEVP1414,SKU00523,T20,2024-11-21,1,Producto sin rotacion / no vendido
DEVP1415,SKU00523,T14,2025-05-23,2,Producto dañado en logistica
DEVP1416,SKU00523,T02,2024-05-26,2,Producto sin rotacion / no vendido
DEVP1417,SKU00523,T22,2025-09-18,3,Defecto de fabricacion
DEVP1418,SKU00524,T13,2024-08-27,4,Producto sin rotacion / no vendido
DEVP1419,SKU00524,T21,2025-12-25,2,Defecto de fabricacion
DEVP1420,SKU00524,T05,2023-07-23,2,Defecto de fabricacion
DEVP1421,SKU00524,T27,2025-02-10,4,Producto dañado en logistica
DEVP1422,SKU00524,T28,2024-08-28,2,Producto dañado en logistica
DEVP1423,SKU00524,T25,2025-03-11,2,Devolucion de cliente (cambio)
DEVP1424,SKU00524,T25,2025-11-10,1,Error de picking
DEVP1425,SKU00525,T03,2024-03-07,4,Producto sin rotacion / no vendido
DEVP1426,SKU00525,T20,2025-05-16,2,Defecto de fabricacion
DEVP1427,SKU00525,T09,2024-10-28,2,Producto dañado en logistica
DEVP1428,SKU00525,T21,2025-03-07,3,Devolucion de cliente (cambio)
DEVP1429,SKU00526,T19,2024-09-23,11,Producto dañado en logistica
DEVP1430,SKU00526,T15,2024-09-04,17,Devolucion de cliente (cambio)
DEVP1431,SKU00526,T17,2025-11-16,14,Producto sin rotacion / no vendido
DEVP1432,SKU00527,T23,2025-09-17,2,Devolucion de cliente (cambio)
DEVP1433,SKU00527,T03,2025-11-27,3,Defecto de fabricacion
DEVP1434,SKU00528,T22,2025-10-25,2,Producto sin rotacion / no vendido
DEVP1435,SKU00528,T14,2025-01-23,2,Producto sin rotacion / no vendido
DEVP1436,SKU00528,T19,2025-02-20,3,Defecto de fabricacion
DEVP1437,SKU00528,T17,2025-11-26,1,Defecto de fabricacion
DEVP1438,SKU00529,T13,2025-07-04,15,Devolucion de cliente (cambio)
DEVP1439,SKU00529,T22,2025-09-14,8,Devolucion de cliente (cambio)
DEVP1440,SKU00529,T11,2025-01-15,12,Producto dañado en logistica
DEVP1441,SKU00530,T02,2023-08-16,15,Producto dañado en logistica
DEVP1442,SKU00530,T02,2024-01-28,13,Error de picking
DEVP1443,SKU00530,T19,2023-11-19,14,Producto sin rotacion / no vendido
DEVP1444,SKU00530,T20,2023-06-23,14,Defecto de fabricacion
DEVP1445,SKU00530,T25,2025-01-25,10,Error de picking
DEVP1446,SKU00530,T24,2023-01-05,23,Devolucion de cliente (cambio)
DEVP1447,SKU00530,T17,2022-07-12,18,Producto sin rotacion / no vendido
DEVP1448,SKU00530,T28,2024-11-17,16,Error de picking
DEVP1449,SKU00530,T14,2023-01-10,12,Defecto de fabricacion
DEVP1450,SKU00531,T19,2025-12-12,6,Producto dañado en logistica
DEVP1451,SKU00531,T06,2025-06-21,4,Producto dañado en logistica
DEVP1452,SKU00533,T08,2024-09-26,3,Producto dañado en logistica
DEVP1453,SKU00533,T08,2025-07-13,5,Devolucion de cliente (cambio)
DEVP1454,SKU00533,T22,2025-06-06,4,Producto sin rotacion / no vendido
DEVP1455,SKU00534,T09,2024-07-25,7,Devolucion de cliente (cambio)
DEVP1456,SKU00534,T23,2024-09-19,12,Defecto de fabricacion
DEVP1457,SKU00534,T03,2023-12-19,4,Defecto de fabricacion
DEVP1458,SKU00535,T23,2025-01-05,3,Producto sin rotacion / no vendido
DEVP1459,SKU00535,T12,2025-11-25,2,Error de picking
DEVP1460,SKU00536,T14,2025-07-19,3,Error de picking
DEVP1461,SKU00536,T20,2025-11-14,2,Devolucion de cliente (cambio)
DEVP1462,SKU00537,T12,2025-08-21,11,Producto sin rotacion / no vendido
DEVP1463,SKU00538,T24,2023-03-03,3,Producto sin rotacion / no vendido
DEVP1464,SKU00538,T21,2023-01-02,2,Defecto de fabricacion
DEVP1465,SKU00538,T21,2023-03-12,2,Devolucion de cliente (cambio)
DEVP1466,SKU00538,T21,2024-06-26,2,Producto sin rotacion / no vendido
DEVP1467,SKU00538,T26,2023-12-25,2,Devolucion de cliente (cambio)
DEVP1468,SKU00538,T08,2025-01-28,3,Defecto de fabricacion
DEVP1469,SKU00538,T08,2025-08-17,2,Defecto de fabricacion
DEVP1470,SKU00538,T08,2025-12-15,1,Error de picking
DEVP1471,SKU00538,T23,2023-08-05,1,Defecto de fabricacion
DEVP1472,SKU00539,T10,2024-11-24,1,Error de picking
DEVP1473,SKU00539,T09,2025-09-25,1,Devolucion de cliente (cambio)
DEVP1474,SKU00539,T20,2024-06-16,1,Defecto de fabricacion
DEVP1475,SKU00539,T20,2025-07-26,1,Error de picking
DEVP1476,SKU00539,T27,2024-05-22,1,Defecto de fabricacion
DEVP1477,SKU00539,T05,2025-01-26,4,Producto sin rotacion / no vendido
DEVP1478,SKU00539,T28,2024-05-13,1,Devolucion de cliente (cambio)
DEVP1479,SKU00540,T28,2024-03-22,6,Error de picking
DEVP1480,SKU00540,T28,2024-12-09,4,Producto sin rotacion / no vendido
DEVP1481,SKU00540,T26,2023-12-05,4,Defecto de fabricacion
DEVP1482,SKU00540,T12,2022-10-21,3,Defecto de fabricacion
DEVP1483,SKU00541,T03,2024-12-28,3,Producto dañado en logistica
DEVP1484,SKU00541,T06,2025-01-12,4,Error de picking
DEVP1485,SKU00541,T25,2023-04-25,3,Producto sin rotacion / no vendido
DEVP1486,SKU00541,T19,2023-02-22,6,Producto sin rotacion / no vendido
DEVP1487,SKU00541,T15,2023-08-06,8,Producto dañado en logistica
DEVP1488,SKU00541,T27,2025-01-13,2,Error de picking
DEVP1489,SKU00541,T18,2024-01-02,4,Producto dañado en logistica
DEVP1490,SKU00541,T18,2025-09-08,5,Devolucion de cliente (cambio)
DEVP1491,SKU00542,T18,2025-01-11,6,Defecto de fabricacion
DEVP1492,SKU00542,T12,2024-12-21,2,Defecto de fabricacion
DEVP1493,SKU00542,T25,2025-09-26,3,Devolucion de cliente (cambio)
DEVP1494,SKU00542,T10,2025-01-11,4,Devolucion de cliente (cambio)
DEVP1495,SKU00542,T14,2025-11-09,2,Producto dañado en logistica
DEVP1496,SKU00543,T16,2025-08-19,1,Producto dañado en logistica
DEVP1497,SKU00543,T26,2024-07-08,3,Producto sin rotacion / no vendido
DEVP1498,SKU00545,T01,2025-04-19,1,Producto sin rotacion / no vendido
DEVP1499,SKU00545,T11,2025-10-15,1,Devolucion de cliente (cambio)
DEVP1500,SKU00546,T16,2025-03-20,10,Error de picking
DEVP1501,SKU00546,T11,2023-08-26,9,Defecto de fabricacion
DEVP1502,SKU00546,T27,2024-02-20,7,Producto dañado en logistica
DEVP1503,SKU00548,T20,2025-07-05,8,Producto dañado en logistica
DEVP1504,SKU00549,T26,2024-10-05,1,Producto sin rotacion / no vendido
DEVP1505,SKU00549,T22,2022-12-03,3,Devolucion de cliente (cambio)
DEVP1506,SKU00550,T24,2025-09-13,1,Producto dañado en logistica
DEVP1507,SKU00551,T03,2024-10-10,2,Producto sin rotacion / no vendido
DEVP1508,SKU00551,T01,2025-04-02,1,Defecto de fabricacion
DEVP1509,SKU00551,T01,2025-05-27,1,Producto dañado en logistica
DEVP1510,SKU00552,T16,2025-08-07,1,Producto sin rotacion / no vendido
DEVP1511,SKU00552,T16,2025-11-09,2,Producto sin rotacion / no vendido
DEVP1512,SKU00552,T12,2025-05-13,2,Defecto de fabricacion
DEVP1513,SKU00553,T11,2025-11-27,5,Producto dañado en logistica
DEVP1514,SKU00555,T06,2025-02-21,2,Error de picking
DEVP1515,SKU00556,T03,2024-07-25,5,Error de picking
DEVP1516,SKU00556,T04,2024-06-21,8,Producto sin rotacion / no vendido
