id_transferencia,id_producto,origen,destino,fecha_envio,fecha_recepcion,unidades
TRF03236,SKU00596,DEP-CENTRAL,T23,2024-08-20,2024-08-24,4
TRF03237,SKU00522,DEP-CENTRAL,T05,2024-09-22,2024-10-11,52
TRF03238,SKU00264,T02,DEP-CENTRAL,2024-12-19,2024-12-24,9
TRF03239,SKU00460,DEP-CENTRAL,T01,2024-07-08,2024-07-12,27
TRF03240,SKU00337,DEP-CENTRAL,T03,2025-09-20,2025-09-27,9
TRF03241,SKU00719,DEP-CENTRAL,T19,2026-03-16,2026-04-05,4
TRF03242,SKU00271,T14,DEP-CENTRAL,2025-07-27,2025-08-12,26
TRF03243,SKU00143,T27,T08,2025-10-12,2025-10-21,4
TRF03244,SKU00634,T04,DEP-CENTRAL,2023-06-16,2023-07-05,5
TRF03245,SKU00485,T21,DEP-CENTRAL,2026-02-07,2026-02-20,3
TRF03246,SKU00794,T15,T06,2023-01-06,2023-01-14,50
TRF03247,SKU00277,T18,T21,2025-03-20,2025-03-30,6
TRF03248,SKU00089,T25,DEP-CENTRAL,2025-10-20,2025-10-26,45
TRF03249,SKU00665,DEP-CENTRAL,T25,2024-06-26,2024-06-29,41
TRF03250,SKU00184,T18,DEP-CENTRAL,2026-08-18,2026-08-26,23
TRF03251,SKU00042,DEP-CENTRAL,T20,2026-04-08,2026-04-26,8
TRF03252,SKU00071,DEP-CENTRAL,T24,2023-10-06,2023-10-14,29
TRF03253,SKU00406,T07,T20,2023-09-24,2023-10-05,16
TRF03254,SKU00530,DEP-CENTRAL,T10,2023-01-09,2023-01-30,45
TRF03255,SKU00644,DEP-CENTRAL,T24,2024-11-06,2024-11-24,5
TRF03256,SKU00310,DEP-CENTRAL,T26,2025-05-13,2025-05-26,39
TRF03257,SKU00500,T18,T09,2023-12-25,2024-01-14,22
TRF03258,SKU00520,T20,T23,2023-09-21,2023-09-27,36
TRF03259,SKU00693,DEP-CENTRAL,T15,2025-02-27,2025-03-18,59
TRF03260,SKU00707,DEP-CENTRAL,T15,2025-04-27,2025-05-09,24
TRF03261,SKU00583,T10,T09,2024-03-13,2024-03-24,37
TRF03262,SKU00236,T14,T10,2026-02-27,2026-03-13,40
TRF03263,SKU00428,DEP-CENTRAL,T27,2024-12-02,2024-12-16,31
TRF03264,SKU00372,DEP-CENTRAL,T01,2024-07-11,2024-07-16,46
TRF03265,SKU00595,T23,T06,2025-05-24,2025-06-03,28
TRF03266,SKU00719,T09,DEP-CENTRAL,2026-04-21,2026-04-25,31
TRF03267,SKU00343,T05,T17,2023-03-17,2023-03-24,49
TRF03268,SKU00783,DEP-CENTRAL,T15,2024-11-04,2024-11-18,2
TRF03269,SKU00464,T19,T15,2025-02-19,2025-02-22,54
TRF03270,SKU00703,T10,T20,2024-05-24,2024-06-06,47
TRF03271,SKU00073,T06,T10,2024-11-09,2024-11-28,35
TRF03272,SKU00036,T08,T23,2024-09-26,2024-10-01,6
TRF03273,SKU00680,T17,DEP-CENTRAL,2024-06-07,2024-06-10,44
TRF03274,SKU00785,T05,T10,2025-09-19,2025-09-25,22
TRF03275,SKU00162,T16,DEP-CENTRAL,2026-01-19,2026-01-22,19
TRF03276,SKU00189,DEP-CENTRAL,T23,2025-01-24,2025-02-02,26
TRF03277,SKU00556,T19,T11,2025-07-24,2025-08-08,57
TRF03278,SKU00329,DEP-CENTRAL,T23,2024-09-13,2024-09-30,37
TRF03279,SKU00127,DEP-CENTRAL,T27,2023-06-11,2023-06-26,55
TRF03280,SKU00275,T13,T08,2024-01-11,2024-01-25,39
TRF03281,SKU00101,DEP-CENTRAL,T11,2023-04-18,2023-04-26,51
TRF03282,SKU00583,DEP-CENTRAL,T20,2026-02-12,2026-03-05,31
TRF03283,SKU00317,T20,DEP-CENTRAL,2023-07-23,2023-08-05,23
TRF03284,SKU00680,DEP-CENTRAL,T15,2025-07-26,2025-08-01,46
TRF03285,SKU00132,DEP-CENTRAL,T21,2025-09-20,2025-10-01,16
TRF03286,SKU00188,T03,T04,2024-10-09,2024-10-14,18
TRF03287,SKU00352,T17,T13,2024-09-06,2024-09-27,6
TRF03288,SKU00156,T13,T24,2025-11-02,2025-11-13,48
TRF03289,SKU00676,T04,DEP-CENTRAL,2026-07-10,2026-07-26,10
TRF03290,SKU00390,DEP-CENTRAL,T08,2024-10-17,2024-10-29,45
TRF03291,SKU00268,DEP-CENTRAL,T03,2024-06-06,2024-06-17,29
TRF03292,SKU00698,DEP-CENTRAL,T06,2022-07-21,2022-08-10,17
TRF03293,SKU00678,DEP-CENTRAL,T02,2023-01-25,2023-02-13,57
TRF03294,SKU00352,T24,T02,2025-03-05,2025-03-15,58
TRF03295,SKU00054,DEP-CENTRAL,T25,2022-07-23,2022-07-28,43
TRF03296,SKU00046,DEP-CENTRAL,T26,2025-03-24,2025-03-28,42
TRF03297,SKU00609,DEP-CENTRAL,T28,2024-11-08,2024-11-12,6
TRF03298,SKU00049,T04,DEP-CENTRAL,2026-02-20,2026-03-11,31
TRF03299,SKU00522,T05,T25,2024-06-20,2024-07-08,26
TRF03300,SKU00065,T14,T15,2023-06-03,2023-06-22,59
TRF03301,SKU00378,T20,T28,2023-02-23,2023-03-01,12
TRF03302,SKU00270,DEP-CENTRAL,T07,2022-09-07,2022-09-20,28
TRF03303,SKU00312,T19,T17,2026-07-12,2026-07-16,27
TRF03304,SKU00796,T11,T19,2026-04-05,2026-04-15,21
TRF03305,SKU00582,T17,T16,2025-03-18,2025-03-23,43
TRF03306,SKU00228,T02,DEP-CENTRAL,2022-07-08,2022-07-20,12
TRF03307,SKU00693,DEP-CENTRAL,T07,2025-10-24,2025-10-30,32
TRF03308,SKU00039,DEP-CENTRAL,T11,2023-01-08,2023-01-12,21
TRF03309,SKU00685,DEP-CENTRAL,T24,2026-04-02,2026-04-10,10
TRF03310,SKU00150,DEP-CENTRAL,T06,2023-10-24,2023-11-10,29
TRF03311,SKU00288,DEP-CENTRAL,T18,2024-04-06,2024-04-11,28
TRF03312,SKU00684,DEP-CENTRAL,T10,2024-04-22,2024-05-12,15
TRF03313,SKU00577,DEP-CENTRAL,T26,2024-12-19,2025-01-01,53
TRF03314,SKU00311,T28,T14,2026-06-20,2026-07-05,25
TRF03315,SKU00701,DEP-CENTRAL,T28,2025-06-12,2025-06-16,18
TRF03316,SKU00357,T19,T22,2025-01-07,2025-01-19,31
TRF03317,SKU00693,T21,T11,2025-10-14,2025-11-02,53
TRF03318,SKU00073,DEP-CENTRAL,T27,2026-02-07,2026-02-26,33
TRF03319,SKU00144,DEP-CENTRAL,T15,2025-04-19,2025-04-24,57
TRF03320,SKU00344,DEP-CENTRAL,T18,2026-05-27,2026-06-10,38
TRF03321,SKU00146,DEP-CENTRAL,T23,2024-01-09,2024-01-17,23
TRF03322,SKU00771,T23,T27,2025-01-22,2025-02-04,39
TRF03323,SKU00678,DEP-CENTRAL,T15,2026-02-04,2026-02-07,49
TRF03324,SKU00426,DEP-CENTRAL,T03,2026-05-20,2026-05-27,24
TRF03325,SKU00136,T03,T16,2026-08-20,2026-09-09,38
TRF03326,SKU00627,DEP-CENTRAL,T15,2025-07-19,2025-08-04,3
TRF03327,SKU00054,DEP-CENTRAL,T10,2026-03-20,2026-04-04,26
TRF03328,SKU00261,T10,T26,2025-04-12,2025-04-24,37
TRF03329,SKU00785,DEP-CENTRAL,T11,2023-12-15,2023-12-23,58
TRF03330,SKU00533,DEP-CENTRAL,T28,2024-10-17,2024-10-26,3
TRF03331,SKU00311,T25,DEP-CENTRAL,2024-07-27,2024-08-10,26
TRF03332,SKU00329,T15,DEP-CENTRAL,2024-12-23,2025-01-03,21
TRF03333,SKU00748,DEP-CENTRAL,T07,2025-06-12,2025-06-16,39
TRF03334,SKU00477,T08,T23,2022-12-25,2022-12-30,39
TRF03335,SKU00004,DEP-CENTRAL,T01,2025-03-06,2025-03-23,49
TRF03336,SKU00447,T11,DEP-CENTRAL,2025-07-12,2025-07-30,31
TRF03337,SKU00351,T26,DEP-CENTRAL,2024-07-03,2024-07-10,8
TRF03338,SKU00490,T12,T04,2025-11-23,2025-12-01,59
TRF03339,SKU00114,DEP-CENTRAL,T25,2025-01-13,2025-01-29,21
TRF03340,SKU00268,DEP-CENTRAL,T21,2024-09-27,2024-10-11,56
TRF03341,SKU00247,DEP-CENTRAL,T08,2025-09-20,2025-10-09,46
TRF03342,SKU00220,T12,T19,2023-01-23,2023-02-12,22
TRF03343,SKU00013,T01,T27,2025-09-13,2025-09-27,17
TRF03344,SKU00302,T10,T09,2024-07-11,2024-07-26,52
TRF03345,SKU00597,DEP-CENTRAL,T23,2025-09-04,2025-09-07,3
TRF03346,SKU00076,T22,T16,2024-04-13,2024-05-02,18
TRF03347,SKU00049,T15,T03,2023-05-17,2023-06-03,39
TRF03348,SKU00154,T17,T14,2025-06-02,2025-06-22,44
TRF03349,SKU00396,DEP-CENTRAL,T02,2025-10-16,2025-10-19,19
TRF03350,SKU00439,T04,DEP-CENTRAL,2023-03-27,2023-04-11,17
TRF03351,SKU00794,T04,T27,2023-03-02,2023-03-15,40
TRF03352,SKU00206,DEP-CENTRAL,T16,2025-12-14,2025-12-26,6
TRF03353,SKU00464,T08,T21,2024-09-08,2024-09-23,14
TRF03354,SKU00471,T22,DEP-CENTRAL,2025-09-07,2025-09-23,29
TRF03355,SKU00749,T23,DEP-CENTRAL,2025-08-27,2025-09-07,3
TRF03356,SKU00193,DEP-CENTRAL,T09,2023-12-10,2023-12-23,30
TRF03357,SKU00534,T13,T17,2023-11-26,2023-12-02,32
TRF03358,SKU00572,DEP-CENTRAL,T03,2025-04-10,2025-04-23,5
TRF03359,SKU00583,DEP-CENTRAL,T28,2023-11-23,2023-12-09,36
TRF03360,SKU00374,DEP-CENTRAL,T11,2024-06-03,2024-06-15,56
TRF03361,SKU00692,DEP-CENTRAL,T17,2024-04-13,2024-05-01,32
TRF03362,SKU00641,DEP-CENTRAL,T11,2025-06-15,2025-06-21,38
TRF03363,SKU00082,T18,T27,2024-09-19,2024-09-29,6
TRF03364,SKU00718,DEP-CENTRAL,T02,2023-10-11,2023-10-25,23
TRF03365,SKU00325,DEP-CENTRAL,T25,2025-10-18,2025-10-25,6
TRF03366,SKU00453,T05,T04,2023-03-19,2023-04-08,50
TRF03367,SKU00459,T11,DEP-CENTRAL,2026-07-23,2026-07-28,44
TRF03368,SKU00174,DEP-CENTRAL,T28,2025-06-13,2025-06-24,5
TRF03369,SKU00642,DEP-CENTRAL,T07,2026-07-06,2026-07-15,58
TRF03370,SKU00737,T07,DEP-CENTRAL,2024-12-08,2024-12-26,26
TRF03371,SKU00141,DEP-CENTRAL,T20,2025-03-25,2025-04-12,36
TRF03372,SKU00597,T09,T11,2024-05-11,2024-05-17,3
TRF03373,SKU00201,T01,T21,2025-02-06,2025-02-21,59
TRF03374,SKU00538,DEP-CENTRAL,T24,2024-03-02,2024-03-18,38
TRF03375,SKU00373,T23,DEP-CENTRAL,2025-12-11,2025-12-15,50
TRF03376,SKU00316,DEP-CENTRAL,T21,2025-07-25,2025-08-11,9
TRF03377,SKU00744,T16,T21,2025-05-14,2025-06-04,11
TRF03378,SKU00057,T08,DEP-CENTRAL,2023-10-22,2023-11-08,29
TRF03379,SKU00541,DEP-CENTRAL,T15,2024-12-24,2025-01-14,54
TRF03380,SKU00530,DEP-CENTRAL,T18,2026-03-03,2026-03-22,16
TRF03381,SKU00053,T28,T24,2025-08-10,2025-08-14,3
TRF03382,SKU00502,DEP-CENTRAL,T02,2023-07-18,2023-08-03,12
TRF03383,SKU00564,DEP-CENTRAL,T23,2025-06-20,2025-06-30,53
TRF03384,SKU00628,T02,DEP-CENTRAL,2024-01-14,2024-01-28,6
TRF03385,SKU00054,DEP-CENTRAL,T28,2024-04-10,2024-04-24,37
TRF03386,SKU00767,T05,DEP-CENTRAL,2025-01-27,2025-02-17,34
TRF03387,SKU00470,DEP-CENTRAL,T18,2025-10-25,2025-10-30,13
TRF03388,SKU00327,DEP-CENTRAL,T12,2025-01-24,2025-02-03,45
TRF03389,SKU00749,DEP-CENTRAL,T26,2025-04-17,2025-04-21,11
TRF03390,SKU00317,T16,T21,2023-09-02,2023-09-06,53
TRF03391,SKU00105,DEP-CENTRAL,T26,2025-02-24,2025-03-15,56
TRF03392,SKU00380,T23,T15,2022-12-18,2022-12-27,32
TRF03393,SKU00399,DEP-CENTRAL,T16,2025-11-05,2025-11-13,23
TRF03394,SKU00366,T09,T11,2023-12-11,2023-12-17,45
TRF03395,SKU00551,T15,T09,2024-07-06,2024-07-16,14
TRF03396,SKU00668,DEP-CENTRAL,T28,2023-12-13,2023-12-26,4
TRF03397,SKU00764,T06,T27,2022-09-03,2022-09-16,5
TRF03398,SKU00609,DEP-CENTRAL,T02,2024-10-13,2024-10-18,51
TRF03399,SKU00068,DEP-CENTRAL,T12,2025-04-19,2025-05-10,3
TRF03400,SKU00327,DEP-CENTRAL,T18,2025-04-14,2025-04-24,28
TRF03401,SKU00289,DEP-CENTRAL,T03,2022-06-13,2022-07-01,47
TRF03402,SKU00325,DEP-CENTRAL,T11,2024-08-17,2024-08-20,9
TRF03403,SKU00340,DEP-CENTRAL,T21,2025-02-13,2025-02-28,30
TRF03404,SKU00049,DEP-CENTRAL,T16,2023-05-04,2023-05-21,49
TRF03405,SKU00281,DEP-CENTRAL,T09,2024-02-27,2024-03-05,11
TRF03406,SKU00607,DEP-CENTRAL,T17,2026-06-09,2026-06-23,39
TRF03407,SKU00433,T23,T18,2024-02-02,2024-02-16,3
TRF03408,SKU00613,T10,DEP-CENTRAL,2022-10-11,2022-10-22,16
TRF03409,SKU00258,DEP-CENTRAL,T19,2025-03-07,2025-03-15,19
TRF03410,SKU00781,T18,T28,2025-12-22,2025-12-29,53
TRF03411,SKU00484,T08,T01,2024-04-20,2024-04-30,15
TRF03412,SKU00460,T02,T06,2025-09-23,2025-10-08,50
TRF03413,SKU00490,T08,T03,2025-07-22,2025-08-04,52
TRF03414,SKU00166,DEP-CENTRAL,T26,2026-05-19,2026-05-27,26
TRF03415,SKU00189,DEP-CENTRAL,T23,2025-01-02,2025-01-12,44
TRF03416,SKU00406,DEP-CENTRAL,T14,2024-06-15,2024-06-18,42
TRF03417,SKU00737,T25,T09,2022-11-21,2022-11-25,32
TRF03418,SKU00511,DEP-CENTRAL,T02,2023-10-02,2023-10-19,29
TRF03419,SKU00218,DEP-CENTRAL,T09,2025-07-17,2025-08-07,42
TRF03420,SKU00632,T17,T26,2026-06-12,2026-07-03,16
TRF03421,SKU00463,DEP-CENTRAL,T11,2025-04-13,2025-04-17,31
TRF03422,SKU00192,DEP-CENTRAL,T17,2025-11-11,2025-11-29,32
TRF03423,SKU00708,DEP-CENTRAL,T27,2025-10-04,2025-10-23,45
TRF03424,SKU00300,DEP-CENTRAL,T23,2025-07-26,2025-08-08,58
TRF03425,SKU00358,T20,T19,2024-09-27,2024-10-07,7
TRF03426,SKU00771,DEP-CENTRAL,T20,2024-12-03,2024-12-23,45
TRF03427,SKU00743,DEP-CENTRAL,T12,2026-07-18,2026-07-24,50
TRF03428,SKU00725,T19,T14,2023-10-10,2023-10-23,57
TRF03429,SKU00458,DEP-CENTRAL,T10,2025-03-11,2025-03-31,48
TRF03430,SKU00446,T01,T20,2024-12-27,2024-12-30,18
TRF03431,SKU00220,T15,DEP-CENTRAL,2026-07-27,2026-08-08,17
TRF03432,SKU00655,T22,T18,2026-01-17,2026-01-30,31
TRF03433,SKU00372,T15,DEP-CENTRAL,2024-11-06,2024-11-21,22
TRF03434,SKU00494,DEP-CENTRAL,T04,2024-10-05,2024-10-15,14
TRF03435,SKU00272,T25,DEP-CENTRAL,2023-09-02,2023-09-20,4
TRF03436,SKU00393,DEP-CENTRAL,T06,2026-05-16,2026-05-24,12
TRF03437,SKU00747,T01,T21,2026-08-04,2026-08-13,44
TRF03438,SKU00548,T06,T28,2024-04-09,2024-04-28,20
TRF03439,SKU00271,DEP-CENTRAL,T14,2024-01-17,2024-01-22,7
TRF03440,SKU00378,T11,T06,2024-09-08,2024-09-28,2
TRF03441,SKU00667,DEP-CENTRAL,T12,2026-03-20,2026-04-07,49
TRF03442,SKU00539,T07,DEP-CENTRAL,2024-09-02,2024-09-12,42
TRF03443,SKU00012,DEP-CENTRAL,T15,2024-11-21,2024-12-10,55
TRF03444,SKU00446,DEP-CENTRAL,T06,2025-07-13,2025-07-24,23
TRF03445,SKU00632,T01,T10,2024-01-26,2024-02-14,3
TRF03446,SKU00681,DEP-CENTRAL,T07,2024-05-10,2024-05-29,2
TRF03447,SKU00530,T13,T11,2024-10-05,2024-10-17,39
TRF03448,SKU00753,DEP-CENTRAL,T06,2025-09-25,2025-10-03,31
TRF03449,SKU00007,DEP-CENTRAL,T06,2024-09-19,2024-09-27,58
TRF03450,SKU00668,T22,T19,2024-04-17,2024-05-01,39
TRF03451,SKU00628,DEP-CENTRAL,T24,2024-10-06,2024-10-24,27
TRF03452,SKU00289,T11,T02,2024-04-04,2024-04-10,8
TRF03453,SKU00484,T21,T25,2024-02-25,2024-03-10,17
TRF03454,SKU00500,T14,T03,2024-04-27,2024-05-17,17
TRF03455,SKU00792,DEP-CENTRAL,T09,2025-10-08,2025-10-18,37
TRF03456,SKU00356,T19,DEP-CENTRAL,2024-10-11,2024-11-01,29
TRF03457,SKU00302,T03,T06,2026-08-24,2026-09-08,17
TRF03458,SKU00708,DEP-CENTRAL,T27,2026-07-22,2026-08-12,48
TRF03459,SKU00716,DEP-CENTRAL,T01,2025-09-25,2025-10-03,38
TRF03460,SKU00427,T04,T19,2023-05-05,2023-05-25,3
TRF03461,SKU00463,T13,T03,2023-07-03,2023-07-17,18
TRF03462,SKU00712,T02,T04,2024-02-12,2024-02-17,55
TRF03463,SKU00373,DEP-CENTRAL,T27,2026-04-15,2026-04-29,6
TRF03464,SKU00166,DEP-CENTRAL,T23,2025-08-17,2025-08-27,51
TRF03465,SKU00484,T07,T13,2025-07-06,2025-07-26,32
TRF03466,SKU00633,T24,T26,2024-06-03,2024-06-19,19
TRF03467,SKU00541,T15,T12,2024-01-08,2024-01-17,18
TRF03468,SKU00798,DEP-CENTRAL,T28,2025-06-04,2025-06-08,53
TRF03469,SKU00333,T12,T22,2022-11-21,2022-11-24,16
TRF03470,SKU00080,T10,T09,2024-01-26,2024-02-02,16
TRF03471,SKU00002,DEP-CENTRAL,T21,2025-12-08,2025-12-15,6
TRF03472,SKU00577,DEP-CENTRAL,T03,2025-04-22,2025-05-05,46
TRF03473,SKU00118,DEP-CENTRAL,T05,2026-07-13,2026-07-29,50
TRF03474,SKU00201,T03,T24,2025-11-03,2025-11-11,4
TRF03475,SKU00408,T17,T09,2023-08-23,2023-08-27,37
TRF03476,SKU00278,T01,DEP-CENTRAL,2026-04-25,2026-05-07,32
TRF03477,SKU00136,DEP-CENTRAL,T01,2025-01-09,2025-01-27,7
TRF03478,SKU00560,DEP-CENTRAL,T15,2025-03-08,2025-03-24,26
TRF03479,SKU00425,DEP-CENTRAL,T19,2024-06-04,2024-06-12,43
TRF03480,SKU00321,T22,T16,2023-08-22,2023-09-12,39
TRF03481,SKU00320,DEP-CENTRAL,T20,2023-03-26,2023-03-29,28
TRF03482,SKU00093,DEP-CENTRAL,T08,2023-09-22,2023-10-10,45
TRF03483,SKU00466,DEP-CENTRAL,T27,2026-04-06,2026-04-27,52
TRF03484,SKU00166,DEP-CENTRAL,T02,2026-07-23,2026-08-08,16
TRF03485,SKU00170,DEP-CENTRAL,T04,2025-10-13,2025-11-02,59
TRF03486,SKU00381,DEP-CENTRAL,T15,2026-01-05,2026-01-22,3
TRF03487,SKU00416,DEP-CENTRAL,T24,2025-10-18,2025-11-03,50
TRF03488,SKU00031,T08,T27,2023-08-27,2023-09-04,27
TRF03489,SKU00164,T06,T11,2025-04-14,2025-04-28,14
TRF03490,SKU00241,DEP-CENTRAL,T17,2025-09-06,2025-09-19,49
TRF03491,SKU00037,T14,T19,2025-07-14,2025-07-28,38
TRF03492,SKU00377,T08,T13,2025-01-20,2025-02-01,12
TRF03493,SKU00466,T22,T16,2026-08-02,2026-08-06,13
TRF03494,SKU00121,T15,DEP-CENTRAL,2024-05-25,2024-06-10,33
TRF03495,SKU00424,T21,DEP-CENTRAL,2025-03-13,2025-03-30,26
TRF03496,SKU00170,DEP-CENTRAL,T28,2026-08-09,2026-08-18,47
TRF03497,SKU00631,DEP-CENTRAL,T23,2025-10-19,2025-10-24,24
TRF03498,SKU00637,DEP-CENTRAL,T16,2026-07-11,2026-07-15,10
TRF03499,SKU00577,DEP-CENTRAL,T16,2024-09-11,2024-09-22,2
TRF03500,SKU00634,T23,T04,2024-05-16,2024-05-25,2
TRF03501,SKU00650,T08,DEP-CENTRAL,2023-05-05,2023-05-13,57
TRF03502,SKU00123,T18,T06,2026-07-08,2026-07-26,51
TRF03503,SKU00209,T14,T21,2026-06-02,2026-06-09,31
TRF03504,SKU00738,T21,T26,2022-12-22,2023-01-03,28
TRF03505,SKU00520,DEP-CENTRAL,T20,2026-03-07,2026-03-25,50
TRF03506,SKU00425,DEP-CENTRAL,T01,2025-01-25,2025-02-04,20
TRF03507,SKU00720,T01,T10,2025-07-25,2025-08-02,9
TRF03508,SKU00118,T21,T26,2025-01-20,2025-01-26,29
TRF03509,SKU00477,T20,T28,2025-09-24,2025-10-13,43
TRF03510,SKU00164,T11,T23,2023-07-26,2023-08-09,19
TRF03511,SKU00143,T03,T02,2026-04-21,2026-05-12,47
TRF03512,SKU00627,T15,T04,2026-01-10,2026-01-24,19
TRF03513,SKU00203,DEP-CENTRAL,T09,2022-07-27,2022-08-14,54
TRF03514,SKU00637,T13,T22,2024-09-22,2024-10-01,31
TRF03515,SKU00749,T07,T28,2023-08-12,2023-08-24,49
TRF03516,SKU00240,DEP-CENTRAL,T19,2025-12-11,2025-12-19,16
TRF03517,SKU00701,DEP-CENTRAL,T25,2023-12-13,2023-12-20,15
TRF03518,SKU00250,DEP-CENTRAL,T22,2026-06-04,2026-06-08,51
TRF03519,SKU00093,DEP-CENTRAL,T11,2023-12-09,2023-12-25,13
TRF03520,SKU00271,DEP-CENTRAL,T18,2023-12-06,2023-12-14,38
TRF03521,SKU00291,DEP-CENTRAL,T04,2025-02-07,2025-02-27,13
TRF03522,SKU00124,DEP-CENTRAL,T18,2025-12-20,2026-01-06,52
TRF03523,SKU00095,DEP-CENTRAL,T12,2025-06-06,2025-06-20,43
TRF03524,SKU00479,DEP-CENTRAL,T13,2023-04-15,2023-05-02,7
TRF03525,SKU00340,DEP-CENTRAL,T26,2025-05-03,2025-05-12,54
TRF03526,SKU00132,DEP-CENTRAL,T08,2026-04-24,2026-05-11,44
TRF03527,SKU00321,T07,DEP-CENTRAL,2023-06-24,2023-06-28,46
TRF03528,SKU00406,DEP-CENTRAL,T07,2025-01-15,2025-01-31,7
TRF03529,SKU00444,DEP-CENTRAL,T08,2022-09-24,2022-09-28,22
TRF03530,SKU00512,T17,DEP-CENTRAL,2024-07-08,2024-07-29,39
TRF03531,SKU00755,DEP-CENTRAL,T02,2025-06-03,2025-06-09,49
TRF03532,SKU00750,T28,T06,2022-04-10,2022-04-18,15
TRF03533,SKU00256,DEP-CENTRAL,T19,2023-06-19,2023-06-30,43
TRF03534,SKU00045,DEP-CENTRAL,T23,2024-05-26,2024-06-05,9
TRF03535,SKU00793,T02,T17,2024-03-06,2024-03-10,41
TRF03536,SKU00165,DEP-CENTRAL,T20,2023-03-19,2023-03-30,18
TRF03537,SKU00010,T16,T15,2026-03-27,2026-03-31,13
TRF03538,SKU00141,DEP-CENTRAL,T03,2025-12-02,2025-12-07,42
TRF03539,SKU00690,DEP-CENTRAL,T22,2022-10-20,2022-11-03,18
TRF03540,SKU00301,DEP-CENTRAL,T23,2025-04-17,2025-04-25,4
TRF03541,SKU00220,T11,T01,2023-04-11,2023-04-26,49
TRF03542,SKU00395,DEP-CENTRAL,T06,2025-03-10,2025-03-18,47
TRF03543,SKU00522,DEP-CENTRAL,T16,2026-02-07,2026-02-20,29
TRF03544,SKU00058,T12,DEP-CENTRAL,2026-02-13,2026-02-24,43
TRF03545,SKU00071,T25,T24,2024-04-22,2024-05-09,47
TRF03546,SKU00534,T04,T03,2024-03-08,2024-03-14,43
TRF03547,SKU00297,DEP-CENTRAL,T10,2025-10-12,2025-10-24,10
TRF03548,SKU00597,DEP-CENTRAL,T07,2026-07-26,2026-07-29,27
TRF03549,SKU00745,DEP-CENTRAL,T14,2025-04-11,2025-05-01,4
TRF03550,SKU00164,DEP-CENTRAL,T05,2026-02-09,2026-02-20,27
TRF03551,SKU00507,DEP-CENTRAL,T25,2025-07-18,2025-07-30,31
TRF03552,SKU00447,T27,DEP-CENTRAL,2024-04-21,2024-04-29,45
TRF03553,SKU00173,T18,T08,2026-08-20,2026-08-26,7
TRF03554,SKU00453,T03,T16,2023-06-02,2023-06-18,25
TRF03555,SKU00222,T25,T21,2024-07-06,2024-07-11,37
TRF03556,SKU00538,DEP-CENTRAL,T19,2024-12-11,2024-12-24,22
TRF03557,SKU00054,DEP-CENTRAL,T02,2026-06-11,2026-06-18,47
TRF03558,SKU00477,DEP-CENTRAL,T18,2024-11-16,2024-11-29,23
TRF03559,SKU00730,T25,T02,2024-01-19,2024-02-04,43
TRF03560,SKU00364,DEP-CENTRAL,T05,2024-07-05,2024-07-26,29
TRF03561,SKU00455,T22,T21,2026-05-18,2026-05-29,43
TRF03562,SKU00569,T22,T16,2026-07-24,2026-08-12,36
TRF03563,SKU00167,T13,T06,2024-08-27,2024-08-31,39
TRF03564,SKU00042,DEP-CENTRAL,T06,2025-01-22,2025-02-02,14
TRF03565,SKU00302,DEP-CENTRAL,T23,2024-09-19,2024-09-24,14
TRF03566,SKU00022,DEP-CENTRAL,T22,2023-08-11,2023-09-01,50
TRF03567,SKU00181,DEP-CENTRAL,T24,2025-08-23,2025-08-27,19
TRF03568,SKU00406,T08,T18,2024-05-16,2024-05-25,26
TRF03569,SKU00762,T14,T26,2026-07-11,2026-07-30,18
TRF03570,SKU00190,T11,T13,2025-04-18,2025-05-08,7
TRF03571,SKU00087,T21,DEP-CENTRAL,2025-01-04,2025-01-16,10
TRF03572,SKU00295,T02,T23,2025-03-21,2025-04-04,44
TRF03573,SKU00001,T02,T16,2023-08-12,2023-08-21,48
TRF03574,SKU00447,DEP-CENTRAL,T09,2025-07-04,2025-07-19,24
TRF03575,SKU00019,T16,DEP-CENTRAL,2026-08-09,2026-08-15,56
TRF03576,SKU00327,T12,T23,2025-04-08,2025-04-12,8
TRF03577,SKU00512,T18,T03,2025-08-06,2025-08-09,29
TRF03578,SKU00619,DEP-CENTRAL,T06,2023-10-17,2023-10-21,57
TRF03579,SKU00698,DEP-CENTRAL,T10,2022-10-09,2022-10-19,28
TRF03580,SKU00540,T11,DEP-CENTRAL,2024-12-07,2024-12-10,33
TRF03581,SKU00587,T14,T27,2024-10-25,2024-11-05,10
TRF03582,SKU00352,T06,DEP-CENTRAL,2025-07-17,2025-08-06,40
TRF03583,SKU00369,T28,T11,2026-08-21,2026-09-06,48
TRF03584,SKU00392,DEP-CENTRAL,T16,2025-10-27,2025-11-01,29
TRF03585,SKU00685,T02,DEP-CENTRAL,2025-08-09,2025-08-28,2
TRF03586,SKU00435,T11,T09,2024-06-16,2024-07-01,35
TRF03587,SKU00552,DEP-CENTRAL,T11,2025-07-02,2025-07-22,5
TRF03588,SKU00734,T05,T20,2026-06-11,2026-06-14,55
TRF03589,SKU00166,DEP-CENTRAL,T06,2023-06-11,2023-06-26,23
TRF03590,SKU00243,T16,T15,2024-12-26,2025-01-16,8
TRF03591,SKU00025,T26,T04,2025-11-07,2025-11-10,3
TRF03592,SKU00538,DEP-CENTRAL,T28,2024-09-05,2024-09-19,49
