id_oc,proveedor,id_producto,fecha_pedido,fecha_recepcion,unidades,costo_unitario_ars
OC02270,Proveedor H,SKU00304,2026-01-21,2026-02-06,108,53232.0
OC02271,Proveedor A,SKU00628,2026-04-28,2026-05-31,147,27028.63
OC02272,Proveedor G,SKU00784,2024-05-21,2024-06-23,21,22912.07
OC02273,Proveedor B,SKU00249,2026-06-23,2026-08-09,576,26074.16
OC02274,Proveedor E,SKU00319,2024-01-26,2024-03-08,193,24606.89
OC02275,Proveedor E,SKU00170,2025-08-24,2025-09-28,386,44974.67
OC02276,Proveedor C,SKU00219,2024-09-05,2024-09-20,70,19833.1
OC02277,Proveedor F,SKU00745,2024-10-19,2024-12-19,52,41626.92
OC02278,Proveedor D,SKU00788,2025-01-05,2025-02-01,459,44291.01
OC02279,Proveedor H,SKU00398,2025-12-10,2025-12-25,36,40005.94
OC02280,Proveedor I,SKU00226,2025-12-06,2026-01-09,364,16419.63
OC02281,Proveedor A,SKU00361,2025-01-14,2025-02-18,441,29570.49
OC02282,Proveedor G,SKU00108,2025-05-09,2025-06-09,42,43349.32
OC02283,Proveedor D,SKU00316,2025-11-11,2025-12-06,153,18689.98
OC02284,Proveedor H,SKU00171,2024-05-16,2024-05-31,36,47322.1
OC02285,Proveedor F,SKU00581,2024-03-09,2024-05-04,52,24238.96
OC02286,Proveedor I,SKU00352,2026-04-18,2026-05-20,182,10078.73
OC02287,Proveedor C,SKU00494,2024-06-15,2024-06-27,35,42816.12
OC02288,Proveedor D,SKU00251,2026-04-20,2026-05-18,153,7894.35
OC02289,Proveedor D,SKU00239,2024-08-18,2024-09-16,306,22186.31
OC02290,Proveedor D,SKU00149,2025-05-05,2025-06-04,459,14362.89
OC02291,Proveedor G,SKU00697,2025-03-27,2025-04-27,63,5049.8
OC02292,Proveedor I,SKU00084,2025-09-05,2025-10-06,546,35245.87
OC02293,Proveedor I,SKU00318,2024-09-08,2024-10-10,182,37744.89
OC02294,Proveedor H,SKU00482,2024-06-12,2024-06-21,36,6411.87
OC02295,Proveedor J,SKU00182,2025-03-28,2025-05-24,155,38001.53
OC02296,Proveedor E,SKU00334,2025-04-22,2025-06-02,193,15110.51
OC02297,Proveedor I,SKU00433,2025-05-22,2025-06-25,182,23514.89
OC02298,Proveedor G,SKU00356,2025-06-15,2025-07-12,21,51375.88
OC02299,Proveedor A,SKU00779,2025-05-22,2025-06-21,441,35038.12
OC02300,Proveedor B,SKU00795,2025-06-27,2025-08-09,192,24864.52
OC02301,Proveedor D,SKU00516,2022-08-02,2022-08-26,153,24465.7
OC02302,Proveedor H,SKU00145,2024-12-20,2025-01-02,36,2159.03
OC02303,Proveedor A,SKU00698,2024-04-13,2024-05-17,294,20230.7
OC02304,Proveedor D,SKU00604,2025-11-02,2025-11-28,306,7395.02
OC02305,Proveedor G,SKU00102,2024-07-17,2024-08-14,21,36080.99
OC02306,Proveedor G,SKU00693,2025-05-10,2025-06-07,21,5902.22
OC02307,Proveedor B,SKU00236,2025-10-15,2025-12-03,192,13798.72
OC02308,Proveedor J,SKU00734,2025-05-12,2025-06-30,155,48683.9
OC02309,Proveedor H,SKU00744,2025-01-09,2025-01-19,108,38769.52
OC02310,Proveedor D,SKU00548,2025-12-16,2026-01-13,153,14875.11
OC02311,Proveedor I,SKU00620,2026-03-22,2026-04-25,182,22408.11
OC02312,Proveedor C,SKU00773,2023-01-21,2023-02-01,105,27821.46
OC02313,Proveedor C,SKU00219,2024-08-11,2024-08-26,35,20324.28
OC02314,Proveedor I,SKU00264,2024-12-03,2025-01-03,182,27420.99
OC02315,Proveedor D,SKU00656,2025-06-24,2025-07-24,153,32262.35
OC02316,Proveedor B,SKU00450,2023-12-31,2024-02-13,192,35906.92
OC02317,Proveedor B,SKU00378,2024-12-20,2025-02-01,192,4193.85
OC02318,Proveedor B,SKU00115,2026-05-30,2026-07-17,192,21883.0
OC02319,Proveedor I,SKU00303,2022-11-24,2022-12-23,182,46128.34
OC02320,Proveedor C,SKU00702,2025-06-04,2025-06-12,35,39372.23
OC02321,Proveedor B,SKU00720,2025-04-19,2025-06-02,192,46818.5
OC02322,Proveedor G,SKU00009,2025-07-24,2025-08-21,63,1691.06
OC02323,Proveedor H,SKU00678,2024-01-22,2024-02-05,36,46553.39
OC02324,Proveedor A,SKU00633,2024-01-27,2024-02-29,147,5730.27
OC02325,Proveedor I,SKU00246,2026-07-06,2026-08-07,546,3441.92
OC02326,Proveedor H,SKU00185,2025-06-16,2025-06-24,36,25581.45
OC02327,Proveedor B,SKU00379,2025-09-19,2025-11-09,192,36365.75
OC02328,Proveedor D,SKU00548,2024-04-21,2024-05-21,153,15002.86
OC02329,Proveedor I,SKU00742,2025-04-21,2025-05-20,182,36408.34
OC02330,Proveedor C,SKU00785,2024-12-28,2025-01-08,70,38024.54
OC02331,Proveedor B,SKU00337,2024-01-13,2024-02-28,192,10425.82
OC02332,Proveedor E,SKU00539,2026-05-06,2026-06-10,193,30528.22
OC02333,Proveedor B,SKU00382,2025-02-11,2025-04-01,384,46396.88
OC02334,Proveedor C,SKU00521,2026-01-21,2026-01-30,35,34182.68
OC02335,Proveedor A,SKU00621,2023-10-01,2023-10-30,147,9144.93
OC02336,Proveedor C,SKU00717,2024-08-31,2024-09-12,35,16220.41
OC02337,Proveedor A,SKU00546,2026-04-15,2026-05-15,147,41581.68
OC02338,Proveedor A,SKU00098,2024-05-01,2024-06-04,441,45359.19
OC02339,Proveedor C,SKU00421,2023-07-23,2023-07-31,35,22673.01
OC02340,Proveedor H,SKU00512,2026-03-29,2026-04-13,36,26704.08
OC02341,Proveedor B,SKU00114,2025-07-29,2025-09-14,384,19338.2
OC02342,Proveedor A,SKU00496,2024-09-20,2024-10-22,147,42599.91
OC02343,Proveedor G,SKU00584,2023-11-23,2023-12-24,21,5563.55
OC02344,Proveedor I,SKU00294,2025-11-14,2025-12-16,182,43943.68
OC02345,Proveedor E,SKU00131,2026-02-20,2026-03-30,193,36351.95
OC02346,Proveedor D,SKU00497,2024-05-11,2024-06-07,153,2695.6
OC02347,Proveedor I,SKU00708,2024-09-01,2024-10-02,546,41391.04
OC02348,Proveedor E,SKU00761,2025-12-31,2026-02-10,386,23344.74
OC02349,Proveedor I,SKU00727,2024-12-09,2025-01-07,182,16547.22
OC02350,Proveedor A,SKU00406,2025-11-05,2025-12-09,147,27819.79
OC02351,Proveedor H,SKU00145,2024-07-05,2024-07-19,36,2358.62
OC02352,Proveedor H,SKU00668,2026-07-05,2026-07-18,36,36262.39
OC02353,Proveedor C,SKU00695,2026-07-22,2026-08-03,35,47848.78
OC02354,Proveedor G,SKU00102,2024-07-24,2024-08-21,21,32473.83
OC02355,Proveedor E,SKU00664,2024-11-12,2024-12-23,193,47490.03
OC02356,Proveedor J,SKU00111,2023-08-29,2023-10-25,155,41504.46
OC02357,Proveedor I,SKU00489,2025-04-23,2025-05-23,182,11837.72
OC02358,Proveedor C,SKU00717,2023-01-12,2023-01-24,105,16035.38
OC02359,Proveedor C,SKU00071,2025-06-30,2025-07-08,35,32123.51
OC02360,Proveedor B,SKU00432,2025-08-05,2025-09-20,192,21689.04
OC02361,Proveedor H,SKU00482,2024-06-03,2024-06-18,36,6795.52
OC02362,Proveedor I,SKU00612,2024-10-10,2024-11-13,364,34183.85
OC02363,Proveedor D,SKU00604,2025-03-07,2025-04-03,153,7891.51
OC02364,Proveedor H,SKU00413,2026-02-26,2026-03-08,36,49289.34
OC02365,Proveedor C,SKU00538,2024-11-02,2024-11-14,35,27919.29
OC02366,Proveedor D,SKU00419,2025-07-07,2025-08-06,459,25866.91
OC02367,Proveedor D,SKU00465,2026-07-05,2026-08-02,153,14655.03
OC02368,Proveedor C,SKU00338,2025-06-29,2025-07-11,35,37729.5
OC02369,Proveedor E,SKU00213,2024-08-30,2024-10-07,193,26291.44
OC02370,Proveedor G,SKU00451,2024-10-31,2024-11-28,21,28914.62
OC02371,Proveedor A,SKU00633,2026-07-31,2026-09-06,147,5701.98
OC02372,Proveedor I,SKU00632,2023-09-15,2023-10-13,182,35706.5
OC02373,Proveedor C,SKU00144,2025-04-18,2025-05-02,35,33527.06
OC02374,Proveedor A,SKU00363,2025-01-16,2025-02-20,147,51457.04
OC02375,Proveedor J,SKU00586,2024-09-15,2024-11-11,155,19509.32
OC02376,Proveedor B,SKU00152,2024-02-13,2024-03-27,192,4821.52
OC02377,Proveedor F,SKU00389,2024-04-09,2024-06-08,52,12184.72
OC02378,Proveedor B,SKU00152,2026-04-05,2026-05-25,576,4677.39
OC02379,Proveedor I,SKU00475,2025-03-18,2025-04-15,364,26529.06
OC02380,Proveedor G,SKU00425,2023-10-27,2023-11-27,42,19632.09
OC02381,Proveedor D,SKU00656,2024-12-02,2024-12-26,153,31074.21
OC02382,Proveedor F,SKU00164,2024-01-20,2024-03-17,156,36580.65
OC02383,Proveedor B,SKU00100,2024-09-02,2024-10-16,192,2215.31
OC02384,Proveedor B,SKU00795,2026-02-13,2026-03-29,192,25242.39
OC02385,Proveedor G,SKU00064,2025-10-19,2025-11-17,63,23913.29
OC02386,Proveedor I,SKU00433,2025-03-07,2025-04-04,182,23489.45
OC02387,Proveedor A,SKU00022,2024-11-21,2024-12-21,147,4286.68
OC02388,Proveedor F,SKU00694,2023-11-16,2024-01-13,52,22598.98
OC02389,Proveedor H,SKU00281,2025-06-12,2025-06-28,36,48983.32
OC02390,Proveedor J,SKU00030,2024-08-08,2024-09-27,310,15310.03
OC02391,Proveedor A,SKU00633,2024-06-18,2024-07-17,294,6093.5
OC02392,Proveedor A,SKU00566,2022-11-23,2022-12-28,441,23828.9
OC02393,Proveedor I,SKU00742,2026-06-08,2026-07-08,182,36512.77
OC02394,Proveedor B,SKU00735,2024-11-26,2025-01-10,192,40220.84
OC02395,Proveedor D,SKU00559,2025-12-02,2025-12-24,306,26936.85
OC02396,Proveedor C,SKU00193,2025-11-26,2025-12-06,35,10318.47
OC02397,Proveedor H,SKU00606,2026-05-31,2026-06-10,36,44955.19
OC02398,Proveedor F,SKU00638,2025-12-30,2026-03-01,52,28563.13
OC02399,Proveedor A,SKU00633,2022-11-09,2022-12-12,441,5902.22
OC02400,Proveedor C,SKU00257,2024-11-10,2024-11-24,70,25443.5
OC02401,Proveedor I,SKU00632,2023-12-07,2024-01-04,546,37779.58
OC02402,Proveedor B,SKU00432,2025-06-22,2025-08-05,192,20945.96
OC02403,Proveedor F,SKU00240,2023-01-03,2023-03-05,156,7037.34
OC02404,Proveedor A,SKU00566,2025-12-15,2026-01-16,147,24103.4
OC02405,Proveedor E,SKU00266,2024-12-01,2025-01-06,193,37553.32
OC02406,Proveedor A,SKU00541,2024-03-27,2024-04-25,147,4358.91
OC02407,Proveedor F,SKU00238,2025-10-22,2025-12-16,156,41930.16
OC02408,Proveedor B,SKU00115,2024-02-01,2024-03-20,192,19531.54
OC02409,Proveedor C,SKU00453,2025-11-19,2025-11-28,105,40575.05
OC02410,Proveedor A,SKU00797,2025-11-20,2025-12-26,147,4776.48
OC02411,Proveedor H,SKU00456,2025-01-31,2025-02-15,36,7324.38
OC02412,Proveedor J,SKU00021,2022-07-10,2022-08-30,465,4205.02
OC02413,Proveedor H,SKU00374,2023-04-06,2023-04-20,36,31382.27
OC02414,Proveedor C,SKU00754,2025-01-30,2025-02-12,35,10299.52
OC02415,Proveedor C,SKU00144,2026-04-01,2026-04-14,70,30541.48
OC02416,Proveedor H,SKU00171,2024-08-31,2024-09-09,36,41381.29
OC02417,Proveedor F,SKU00495,2024-02-29,2024-04-30,104,29140.11
OC02418,Proveedor D,SKU00788,2024-04-12,2024-05-06,306,45602.68
OC02419,Proveedor F,SKU00389,2024-03-24,2024-05-24,52,12167.6
OC02420,Proveedor H,SKU00255,2024-02-15,2024-02-25,72,12597.77
OC02421,Proveedor B,SKU00692,2023-03-13,2023-04-27,384,9269.94
OC02422,Proveedor H,SKU00577,2026-07-05,2026-07-14,36,6773.25
OC02423,Proveedor A,SKU00725,2023-03-28,2023-05-03,147,43438.36
OC02424,Proveedor B,SKU00379,2025-04-30,2025-06-18,192,32245.5
OC02425,Proveedor C,SKU00321,2024-08-02,2024-08-09,35,27407.01
OC02426,Proveedor D,SKU00409,2024-08-11,2024-09-06,306,25624.5
OC02427,Proveedor B,SKU00324,2025-09-20,2025-11-10,192,43982.43
OC02428,Proveedor B,SKU00087,2025-01-25,2025-03-16,192,29799.63
OC02429,Proveedor A,SKU00042,2025-11-27,2025-12-31,147,35002.65
OC02430,Proveedor I,SKU00727,2025-01-11,2025-02-16,182,18546.43
OC02431,Proveedor A,SKU00704,2025-09-27,2025-11-01,147,11730.02
OC02432,Proveedor E,SKU00589,2025-07-10,2025-08-16,193,27708.41
OC02433,Proveedor G,SKU00425,2023-08-24,2023-09-20,21,21122.47
OC02434,Proveedor C,SKU00549,2026-04-28,2026-05-06,105,4791.28
OC02435,Proveedor F,SKU00674,2026-04-15,2026-06-07,104,40341.64
OC02436,Proveedor J,SKU00550,2025-10-02,2025-11-25,155,18380.54
OC02437,Proveedor B,SKU00184,2026-03-29,2026-05-12,192,25992.64
OC02438,Proveedor B,SKU00739,2024-01-26,2024-03-16,192,14783.99
OC02439,Proveedor E,SKU00285,2024-01-29,2024-03-07,386,26354.97
OC02440,Proveedor I,SKU00121,2022-07-29,2022-08-27,546,46226.53
OC02441,Proveedor I,SKU00364,2023-11-22,2023-12-23,182,33149.62
OC02442,Proveedor G,SKU00473,2026-03-30,2026-04-26,63,26792.46
OC02443,Proveedor H,SKU00291,2023-08-26,2023-09-10,36,30465.43
OC02444,Proveedor E,SKU00400,2025-06-21,2025-07-31,579,4774.25
OC02445,Proveedor E,SKU00245,2025-07-25,2025-08-29,193,26829.63
OC02446,Proveedor F,SKU00438,2025-11-02,2025-12-30,52,1399.47
OC02447,Proveedor G,SKU00584,2023-09-24,2023-10-20,21,5211.03
OC02448,Proveedor F,SKU00507,2025-07-03,2025-08-29,52,39107.8
OC02449,Proveedor D,SKU00142,2025-07-05,2025-07-30,153,14684.86
OC02450,Proveedor B,SKU00166,2024-04-04,2024-05-19,192,36449.93
OC02451,Proveedor E,SKU00502,2023-01-27,2023-03-02,193,20459.02
OC02452,Proveedor J,SKU00463,2022-05-05,2022-06-27,310,39896.2
OC02453,Proveedor I,SKU00673,2025-10-11,2025-11-08,182,34501.89
OC02454,Proveedor C,SKU00168,2023-03-08,2023-03-16,105,13473.9
OC02455,Proveedor D,SKU00559,2025-10-31,2025-11-30,153,27488.11
OC02456,Proveedor D,SKU00466,2025-06-19,2025-07-13,459,34378.55
OC02457,Proveedor H,SKU00712,2024-03-21,2024-04-04,36,23953.38
OC02458,Proveedor D,SKU00390,2024-01-25,2024-02-20,153,30779.96
OC02459,Proveedor D,SKU00344,2025-10-08,2025-11-02,153,33664.1
OC02460,Proveedor B,SKU00650,2024-05-16,2024-07-03,192,10000.1
OC02461,Proveedor A,SKU00546,2025-04-25,2025-05-25,147,41145.5
OC02462,Proveedor H,SKU00161,2026-04-13,2026-04-21,36,22307.29
OC02463,Proveedor J,SKU00679,2024-09-02,2024-10-23,155,16296.47
OC02464,Proveedor E,SKU00563,2024-09-03,2024-10-08,193,4088.07
OC02465,Proveedor F,SKU00527,2025-10-12,2025-12-07,52,33650.68
OC02466,Proveedor G,SKU00784,2024-04-22,2024-05-19,42,20104.66
OC02467,Proveedor G,SKU00561,2025-10-17,2025-11-18,63,36065.86
OC02468,Proveedor B,SKU00119,2026-03-23,2026-05-06,192,55748.44
OC02469,Proveedor I,SKU00035,2025-09-29,2025-10-29,546,36940.55
OC02470,Proveedor B,SKU00040,2023-06-10,2023-07-24,192,2193.62
OC02471,Proveedor E,SKU00716,2026-04-03,2026-05-11,386,8209.88
OC02472,Proveedor D,SKU00649,2026-02-14,2026-03-12,459,14336.74
OC02473,Proveedor D,SKU00418,2026-05-18,2026-06-15,153,33425.89
OC02474,Proveedor I,SKU00122,2022-06-04,2022-07-02,182,33193.17
OC02475,Proveedor A,SKU00085,2022-11-27,2023-01-02,147,25860.97
OC02476,Proveedor F,SKU00369,2025-04-22,2025-06-21,104,37651.01
OC02477,Proveedor G,SKU00584,2024-07-30,2024-08-27,21,5072.29
OC02478,Proveedor B,SKU00038,2025-05-23,2025-07-13,576,27041.18
OC02479,Proveedor I,SKU00178,2025-05-06,2025-06-11,182,8469.66
OC02480,Proveedor D,SKU00492,2023-09-16,2023-10-09,459,34245.72
OC02481,Proveedor C,SKU00549,2025-05-06,2025-05-18,105,4987.86
OC02482,Proveedor D,SKU00049,2024-03-16,2024-04-09,153,17454.31
OC02483,Proveedor E,SKU00158,2024-09-28,2024-11-09,193,40041.81
OC02484,Proveedor G,SKU00697,2024-02-23,2024-03-24,21,5552.75
OC02485,Proveedor A,SKU00541,2024-12-01,2025-01-02,294,3900.48
OC02486,Proveedor G,SKU00343,2025-12-05,2025-12-31,42,6329.63
OC02487,Proveedor F,SKU00694,2023-12-22,2024-02-13,52,21555.27
OC02488,Proveedor J,SKU00182,2023-04-06,2023-06-01,155,39034.27
OC02489,Proveedor C,SKU00494,2024-05-25,2024-06-04,35,44297.03
OC02490,Proveedor F,SKU00715,2023-10-20,2023-12-19,52,15759.68
OC02491,Proveedor C,SKU00696,2023-03-20,2023-03-31,35,7275.63
OC02492,Proveedor D,SKU00149,2025-12-27,2026-01-22,153,13904.99
OC02493,Proveedor I,SKU00740,2024-07-19,2024-08-17,182,40453.34
OC02494,Proveedor B,SKU00611,2025-09-07,2025-10-22,192,40745.43
OC02495,Proveedor J,SKU00206,2026-01-12,2026-03-06,155,38162.29
OC02496,Proveedor E,SKU00672,2023-12-23,2024-01-29,193,13270.1
OC02497,Proveedor J,SKU00652,2025-12-16,2026-02-06,310,38393.11
OC02498,Proveedor I,SKU00499,2026-07-05,2026-08-05,182,6006.7
OC02499,Proveedor D,SKU00508,2024-04-08,2024-05-04,153,44778.15
OC02500,Proveedor G,SKU00693,2023-12-22,2024-01-22,21,5757.54
OC02501,Proveedor B,SKU00384,2026-03-01,2026-04-18,192,25841.1
OC02502,Proveedor F,SKU00638,2023-07-13,2023-09-10,52,25345.79
OC02503,Proveedor I,SKU00157,2022-02-20,2022-03-20,182,2400.79
OC02504,Proveedor D,SKU00508,2025-03-13,2025-04-07,306,43721.41
OC02505,Proveedor B,SKU00476,2025-04-09,2025-05-24,192,9586.09
OC02506,Proveedor J,SKU00366,2023-07-25,2023-09-15,155,46679.77
OC02507,Proveedor C,SKU00220,2022-12-27,2023-01-10,70,34455.55
OC02508,Proveedor I,SKU00044,2023-07-17,2023-08-17,182,42144.64
OC02509,Proveedor B,SKU00052,2026-01-06,2026-02-20,384,38623.1
OC02510,Proveedor I,SKU00264,2026-06-29,2026-07-30,182,29095.47
OC02511,Proveedor F,SKU00188,2024-03-20,2024-05-16,52,15976.26
OC02512,Proveedor F,SKU00703,2022-09-30,2022-11-22,52,18985.0
OC02513,Proveedor J,SKU00568,2026-04-07,2026-06-03,155,20865.82
OC02514,Proveedor I,SKU00090,2025-04-28,2025-05-31,182,4352.56
OC02515,Proveedor E,SKU00196,2025-01-03,2025-02-08,386,40320.94
OC02516,Proveedor G,SKU00233,2025-07-15,2025-08-12,21,34512.44
OC02517,Proveedor C,SKU00365,2024-06-10,2024-06-23,70,17358.95
OC02518,Proveedor C,SKU00143,2026-04-07,2026-04-14,105,4413.04
OC02519,Proveedor F,SKU00434,2025-09-13,2025-11-08,52,35671.14
OC02520,Proveedor A,SKU00004,2025-10-05,2025-11-04,147,1569.56
OC02521,Proveedor A,SKU00622,2026-05-22,2026-06-22,147,37664.34
OC02522,Proveedor B,SKU00753,2026-05-21,2026-07-07,192,35709.03
OC02523,Proveedor G,SKU00102,2024-07-10,2024-08-12,42,34303.71
OC02524,Proveedor C,SKU00193,2026-07-21,2026-07-28,35,9820.04
OC02525,Proveedor C,SKU00210,2025-08-10,2025-08-19,35,27591.29
OC02526,Proveedor B,SKU00059,2024-06-11,2024-07-30,192,31606.63
OC02527,Proveedor G,SKU00340,2022-10-23,2022-11-23,42,10426.5
OC02528,Proveedor B,SKU00115,2025-09-07,2025-10-25,192,21055.56
OC02529,Proveedor F,SKU00435,2026-02-08,2026-04-02,52,3232.61
OC02530,Proveedor A,SKU00098,2023-08-30,2023-09-28,294,43843.33
OC02531,Proveedor F,SKU00557,2025-12-09,2026-02-07,52,27637.39
OC02532,Proveedor J,SKU00021,2022-09-05,2022-10-25,155,4093.5
OC02533,Proveedor J,SKU00734,2023-08-14,2023-10-02,310,47339.53
OC02534,Proveedor B,SKU00412,2024-08-30,2024-10-13,192,36991.53
OC02535,Proveedor D,SKU00604,2026-03-31,2026-04-26,306,7575.22
OC02536,Proveedor D,SKU00525,2026-04-19,2026-05-17,153,53783.69
OC02537,Proveedor F,SKU00748,2023-04-15,2023-06-09,156,5613.13
OC02538,Proveedor H,SKU00148,2025-05-13,2025-05-28,108,2456.76
OC02539,Proveedor D,SKU00149,2025-03-25,2025-04-19,153,13124.39
OC02540,Proveedor A,SKU00317,2025-11-03,2025-12-08,147,43322.73
OC02541,Proveedor H,SKU00599,2024-12-19,2025-01-04,72,32533.64
OC02542,Proveedor C,SKU00505,2024-01-13,2024-01-26,35,35848.34
OC02543,Proveedor C,SKU00676,2025-05-18,2025-05-28,35,42145.72
OC02544,Proveedor I,SKU00044,2023-06-09,2023-07-07,182,44919.34
OC02545,Proveedor B,SKU00481,2023-03-04,2023-04-22,192,27400.33
OC02546,Proveedor B,SKU00038,2025-08-03,2025-09-20,192,27225.23
OC02547,Proveedor G,SKU00053,2024-06-20,2024-07-22,21,16928.43
OC02548,Proveedor D,SKU00501,2024-12-05,2024-12-28,153,6586.08
OC02549,Proveedor A,SKU00361,2024-04-14,2024-05-16,147,28288.87
OC02550,Proveedor B,SKU00735,2025-11-05,2025-12-24,192,38878.56
OC02551,Proveedor B,SKU00166,2023-12-28,2024-02-15,192,33301.67
OC02552,Proveedor J,SKU00030,2026-04-06,2026-06-01,155,16919.59
OC02553,Proveedor D,SKU00607,2026-05-05,2026-06-04,306,51110.75
OC02554,Proveedor G,SKU00108,2025-04-03,2025-05-04,21,46304.29
OC02555,Proveedor A,SKU00310,2025-08-03,2025-09-06,147,32182.87
OC02556,Proveedor J,SKU00021,2022-04-16,2022-06-04,465,4315.66
OC02557,Proveedor D,SKU00548,2024-03-28,2024-04-19,153,14503.54
OC02558,Proveedor A,SKU00254,2024-06-01,2024-07-08,147,2018.79
OC02559,Proveedor D,SKU00060,2024-06-09,2024-07-06,153,19337.33
OC02560,Proveedor D,SKU00508,2025-07-15,2025-08-12,153,39135.11
OC02561,Proveedor C,SKU00792,2025-06-19,2025-07-04,35,3065.48
OC02562,Proveedor I,SKU00294,2026-07-07,2026-08-05,364,43832.67
OC02563,Proveedor J,SKU00056,2023-04-12,2023-06-01,465,46382.18
OC02564,Proveedor D,SKU00299,2025-08-16,2025-09-08,153,3454.42
OC02565,Proveedor I,SKU00364,2025-03-01,2025-03-31,364,30831.22
OC02566,Proveedor I,SKU00455,2023-12-02,2024-01-01,182,33326.45
OC02567,Proveedor I,SKU00116,2025-08-17,2025-09-18,182,21222.47
OC02568,Proveedor F,SKU00050,2025-10-22,2025-12-19,52,35547.53
OC02569,Proveedor G,SKU00422,2024-12-04,2025-01-04,21,14561.07
OC02570,Proveedor B,SKU00166,2024-08-16,2024-10-02,192,34663.92
OC02571,Proveedor G,SKU00093,2025-07-27,2025-08-21,42,36516.89
OC02572,Proveedor A,SKU00046,2025-11-08,2025-12-13,147,37024.45
OC02573,Proveedor I,SKU00683,2026-01-12,2026-02-15,546,3677.56
OC02574,Proveedor B,SKU00119,2026-03-06,2026-04-25,192,51890.45
OC02575,Proveedor D,SKU00548,2025-12-24,2026-01-22,306,13814.26
OC02576,Proveedor C,SKU00162,2025-01-01,2025-01-14,35,29856.39
OC02577,Proveedor D,SKU00095,2025-09-10,2025-10-08,153,16457.32
OC02578,Proveedor C,SKU00792,2024-11-21,2024-12-02,35,2785.72
OC02579,Proveedor F,SKU00557,2023-06-14,2023-08-14,52,30190.5
OC02580,Proveedor B,SKU00446,2025-07-23,2025-09-07,192,53592.05
OC02581,Proveedor J,SKU00030,2024-07-03,2024-08-28,155,15635.76
OC02582,Proveedor F,SKU00440,2025-04-08,2025-06-05,52,39114.58
OC02583,Proveedor H,SKU00123,2026-04-15,2026-05-01,36,19364.71
OC02584,Proveedor E,SKU00477,2024-03-09,2024-04-19,193,7223.62
OC02585,Proveedor E,SKU00731,2025-04-25,2025-05-31,193,30983.19
OC02586,Proveedor E,SKU00194,2025-05-20,2025-06-26,193,6340.77
OC02587,Proveedor I,SKU00673,2024-10-25,2024-11-27,364,38402.7
OC02588,Proveedor C,SKU00094,2022-07-02,2022-07-10,35,11162.74
OC02589,Proveedor B,SKU00037,2025-05-17,2025-07-01,192,43096.53
OC02590,Proveedor G,SKU00641,2026-04-06,2026-05-07,21,45003.49
OC02591,Proveedor B,SKU00325,2023-08-10,2023-09-29,192,7610.12
OC02592,Proveedor G,SKU00079,2024-04-23,2024-05-25,63,29892.94
OC02593,Proveedor E,SKU00669,2025-03-16,2025-04-24,193,4099.36
OC02594,Proveedor E,SKU00008,2025-07-21,2025-08-28,193,9605.88
OC02595,Proveedor B,SKU00540,2023-03-23,2023-05-08,576,16908.82
OC02596,Proveedor B,SKU00249,2026-06-11,2026-07-26,576,26171.44
OC02597,Proveedor E,SKU00156,2025-12-27,2026-01-31,193,51569.48
OC02598,Proveedor B,SKU00445,2025-05-26,2025-07-15,192,31115.54
OC02599,Proveedor F,SKU00554,2025-05-29,2025-07-26,52,29443.43
OC02600,Proveedor G,SKU00771,2024-12-24,2025-01-22,21,38687.64
OC02601,Proveedor A,SKU00444,2025-11-16,2025-12-16,294,26486.41
OC02602,Proveedor G,SKU00356,2026-04-04,2026-04-29,21,47331.5
OC02603,Proveedor B,SKU00714,2025-10-16,2025-12-05,576,7224.37
OC02604,Proveedor H,SKU00269,2026-03-07,2026-03-20,36,15115.7
OC02605,Proveedor B,SKU00543,2024-12-22,2025-02-04,384,28077.33
OC02606,Proveedor J,SKU00545,2023-08-03,2023-09-23,155,34894.7
OC02607,Proveedor F,SKU00749,2026-01-08,2026-03-09,104,46060.85
OC02608,Proveedor A,SKU00718,2024-04-17,2024-05-18,147,33586.81
OC02609,Proveedor D,SKU00760,2024-11-18,2024-12-11,153,29632.13
OC02610,Proveedor D,SKU00299,2025-05-24,2025-06-19,459,3596.02
OC02611,Proveedor I,SKU00726,2023-09-25,2023-10-24,182,44659.53
OC02612,Proveedor H,SKU00292,2025-03-09,2025-03-22,36,46780.63
OC02613,Proveedor H,SKU00504,2024-04-04,2024-04-19,36,48282.88
OC02614,Proveedor H,SKU00148,2026-05-11,2026-05-23,36,2736.65
OC02615,Proveedor H,SKU00292,2024-12-13,2024-12-22,36,42457.12
OC02616,Proveedor E,SKU00468,2025-10-14,2025-11-18,193,15201.24
OC02617,Proveedor F,SKU00588,2025-09-26,2025-11-25,52,40120.05
OC02618,Proveedor B,SKU00579,2026-02-05,2026-03-21,192,19862.85
OC02619,Proveedor D,SKU00631,2022-03-16,2022-04-15,153,22439.5
OC02620,Proveedor B,SKU00199,2025-08-08,2025-09-22,192,34706.55
OC02621,Proveedor C,SKU00702,2024-11-24,2024-12-06,35,38322.21
OC02622,Proveedor J,SKU00586,2024-10-07,2024-12-02,155,19273.39
OC02623,Proveedor B,SKU00447,2024-10-05,2024-11-18,384,22070.81
OC02624,Proveedor J,SKU00729,2025-05-02,2025-06-26,155,38526.7
OC02625,Proveedor E,SKU00400,2025-12-01,2026-01-08,386,4885.36
OC02626,Proveedor A,SKU00296,2022-05-17,2022-06-15,147,34025.66
